,State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount
3115,ladakh,2019,3,Recharge & bill payments,41491,18054746.121448334
3116,ladakh,2019,3,Merchant payments,6963,8096082.971229901
3117,ladakh,2019,3,Financial Services,48,148633.29469977494
3118,ladakh,2019,3,Others,696,1233697.1268589406
3119,ladakh,2019,4,Peer-to-peer payments,42095,298044908.5075786
3120,ladakh,2019,4,Recharge & bill payments,35467,16510212.100753112
3121,ladakh,2019,4,Merchant payments,6522,8717893.899929387
3122,ladakh,2019,4,Financial Services,46,162760.63254625077
3123,ladakh,2019,4,Others,576,1253584.887304229
3124,ladakh,2021,1,Peer-to-peer payments,141894,869999786.1513934
3125,ladakh,2021,1,Recharge & bill payments,72719,35459532.4121063
3126,ladakh,2021,1,Merchant payments,58875,74977913.47237433
3127,ladakh,2021,1,Financial Services,629,1455016.148284281
3128,ladakh,2021,1,Others,1298,1527565.0627209258
3129,ladakh,2021,2,Peer-to-peer payments,209818,1259044412.4358737
3130,ladakh,2021,2,Recharge & bill payments,95458,44754721.82815341
3131,ladakh,2021,2,Merchant payments,92078,119608470.0411553
3132,ladakh,2021,2,Financial Services,755,1756762.1471181023
3133,ladakh,2021,2,Others,1607,2094729.0180191218
3134,ladakh,2021,3,Peer-to-peer payments,330919,1917311078.1287262
3135,ladakh,2021,3,Merchant payments,135108,233260756.5088715
3136,ladakh,2021,3,Recharge & bill payments,121856,58750081.8151172
3137,ladakh,2021,3,Financial Services,900,1911625.5446910746
3138,ladakh,2021,3,Others,2204,2751201.9371823343
3139,ladakh,2021,4,Peer-to-peer payments,337120,1804428550.1884875
3140,ladakh,2021,4,Merchant payments,169110,284786365.9296017
3141,ladakh,2021,4,Recharge & bill payments,120607,58403893.47253243
3142,ladakh,2021,4,Financial Services,912,3068708.947120995
3143,ladakh,2021,4,Others,2438,2847620.2425241945
3144,ladakh,2020,1,Peer-to-peer payments,51560,339551900.3873952
3145,ladakh,2020,1,Recharge & bill payments,49801,23010664.72023286
3146,ladakh,2020,1,Merchant payments,14264,13338124.271892821
3147,ladakh,2020,1,Financial Services,204,583108.9455483773
3148,ladakh,2020,1,Others,590,1155879.120674257
3149,ladakh,2020,2,Recharge & bill payments,70601,32087339.266190995
3150,ladakh,2020,2,Peer-to-peer payments,68450,470749365.09816045
3151,ladakh,2020,2,Merchant payments,15132,19679330.186414924
3152,ladakh,2020,2,Financial Services,337,786069.1630768818
3153,ladakh,2020,2,Others,490,490894.93818109273
3154,ladakh,2020,3,Peer-to-peer payments,108345,751333715.2896031
3155,ladakh,2020,3,Recharge & bill payments,81623,40380074.55014179
3156,ladakh,2020,3,Merchant payments,36861,40538778.75651745
3157,ladakh,2020,3,Financial Services,621,2334917.7832646337
3158,ladakh,2020,3,Others,772,900013.678666259
3159,ladakh,2020,4,Peer-to-peer payments,151582,985814864.3429123
3160,ladakh,2020,4,Recharge & bill payments,94133,44185250.8636451
3161,ladakh,2020,4,Merchant payments,83868,77511378.30739444
3162,ladakh,2020,4,Financial Services,729,1965054.5898611392
3163,ladakh,2020,4,Others,1822,2486922.4041473325
3164,ladakh,2018,1,Recharge & bill payments,3550,927250.7143707818
3165,ladakh,2018,1,Peer-to-peer payments,1752,10767803.999610368
3166,ladakh,2018,1,Merchant payments,320,369327.62555241917
3167,ladakh,2018,1,Financial Services,132,274283.17576680594
3168,ladakh,2018,1,Others,335,194192.25581440225
3169,ladakh,2018,2,Recharge & bill payments,8075,2417434.2729015187
3170,ladakh,2018,2,Peer-to-peer payments,5667,42638443.11997231
3171,ladakh,2018,2,Merchant payments,724,1761366.2964342085
3172,ladakh,2018,2,Financial Services,151,127324.6279709443
3173,ladakh,2018,2,Others,393,390334.220462498
3174,ladakh,2018,3,Recharge & bill payments,13136,4676712.344045115
3175,ladakh,2018,3,Peer-to-peer payments,10133,77085890.57395566
3176,ladakh,2018,3,Merchant payments,1168,2016579.2506718007
3177,ladakh,2018,3,Financial Services,84,69317.12287872119
3178,ladakh,2018,3,Others,343,242477.8532947429
3179,ladakh,2018,4,Recharge & bill payments,16650,5701932.895454288
3180,ladakh,2018,4,Peer-to-peer payments,15939,123611779.58930421
3181,ladakh,2018,4,Merchant payments,1881,5082666.820758243
3182,ladakh,2018,4,Financial Services,142,94604.73391846984
3183,ladakh,2018,4,Others,599,1031858.4532022325
3184,assam,2022,1,Peer-to-peer payments,27156085,108855352347.44865
3185,assam,2022,1,Merchant payments,19011883,18833132506.022354
3186,assam,2022,1,Recharge & bill payments,12474674,4424035840.366192
3187,assam,2022,1,Financial Services,68432,73257991.39188361
3188,assam,2022,1,Others,178812,94659207.47378007
3189,assam,2022,2,Peer-to-peer payments,33879530,123829913105.31845
3190,assam,2022,2,Merchant payments,28377534,24333260089.826862
3191,assam,2022,2,Recharge & bill payments,13858113,4814695679.877083
3192,assam,2022,2,Financial Services,50785,55549153.74320389
3193,assam,2022,2,Others,168763,77624058.0178437
3194,assam,2022,3,Peer-to-peer payments,37000266,127264703851.96637
3195,assam,2022,3,Merchant payments,34935460,28789992307.161205
3196,assam,2022,3,Recharge & bill payments,13974568,5295136932.037907
3197,assam,2022,3,Financial Services,65066,62882386.459812224
3198,assam,2022,3,Others,138451,76363577.27323309
3199,assam,2022,4,Peer-to-peer payments,44828832,150693397669.18314
3200,assam,2022,4,Merchant payments,43605784,36033810141.574844
3201,assam,2022,4,Recharge & bill payments,15344794,5773980885.270762
3202,assam,2022,4,Financial Services,74414,75960367.91633397
3203,assam,2022,4,Others,127443,76370123.60102956
3204,assam,2023,1,Merchant payments,48987048,39416860194.0
3205,assam,2023,1,Peer-to-peer payments,48461200,166509153749.0
3206,assam,2023,1,Recharge & bill payments,16113464,6266406177.0
3207,assam,2023,1,Financial Services,82270,86978703.0
3208,assam,2023,1,Others,116656,74768264.0
3209,assam,2023,2,Merchant payments,62403711,45515248236.0
3210,assam,2023,2,Peer-to-peer payments,57852989,182809282981.0
3211,assam,2023,2,Recharge & bill payments,17858409,6631355080.0
3212,assam,2023,2,Financial Services,81172,84797972.0
3213,assam,2023,2,Others,94672,70104514.0
3214,assam,2019,1,Recharge & bill payments,1993220,400281677.94382846
3215,assam,2019,1,Peer-to-peer payments,1976310,7291433300.700247
3216,assam,2019,1,Merchant payments,494871,266644645.74929428
3217,assam,2019,1,Financial Services,20162,4612454.1127945455
3218,assam,2019,1,Others,48442,39127457.944687635
3219,assam,2019,2,Recharge & bill payments,2512932,539315772.8606573
3220,assam,2019,2,Peer-to-peer payments,2293770,10035232820.852964
3221,assam,2019,2,Merchant payments,573646,326844709.5879724
3222,assam,2019,2,Financial Services,13654,4037222.414240564
3223,assam,2019,2,Others,60927,49538663.41037582
3224,assam,2019,3,Peer-to-peer payments,2713539,11835800855.176552
3225,assam,2019,3,Recharge & bill payments,2645302,639885372.7480905
3226,assam,2019,3,Merchant payments,513728,421380275.4207429
3227,assam,2019,3,Financial Services,8606,6403456.344768786
3228,assam,2019,3,Others,61396,46973660.73634353
3229,assam,2019,4,Peer-to-peer payments,3222143,14083346879.361855
3230,assam,2019,4,Recharge & bill payments,2937800,704118873.972094
3231,assam,2019,4,Merchant payments,544053,456318130.082201
3232,assam,2019,4,Financial Services,9621,3492255.0860687294
3233,assam,2019,4,Others,46893,34707757.009855896
3234,assam,2021,1,Peer-to-peer payments,9449096,45476079487.10464
3235,assam,2021,1,Recharge & bill payments,6494111,2103017761.546533
3236,assam,2021,1,Merchant payments,3459132,3657261586.2001615
3237,assam,2021,1,Financial Services,34049,41291047.3832124
3238,assam,2021,1,Others,75672,48814663.88782827
3239,assam,2021,2,Peer-to-peer payments,11668399,51521387890.61253
3240,assam,2021,2,Recharge & bill payments,9058005,2657676415.2458973
3241,assam,2021,2,Merchant payments,4562669,4914753140.040101
3242,assam,2021,2,Financial Services,49671,46106001.498141706
3243,assam,2021,2,Others,94161,52549929.267157935
3244,assam,2021,3,Peer-to-peer payments,15617592,64131823895.235466
3245,assam,2021,3,Recharge & bill payments,10284267,3248364164.1984267
3246,assam,2021,3,Merchant payments,7431371,8208706348.034584
3247,assam,2021,3,Financial Services,39479,43889820.495989755
3248,assam,2021,3,Others,131732,67715045.34317216
3249,assam,2021,4,Peer-to-peer payments,21393962,86801625126.53499
3250,assam,2021,4,Merchant payments,12895755,13378765005.905182
3251,assam,2021,4,Recharge & bill payments,11484376,3842004488.3733196
3252,assam,2021,4,Financial Services,60724,65456475.826191336
3253,assam,2021,4,Others,185544,97116796.57575196
3254,assam,2020,1,Peer-to-peer payments,4058740,18977446151.768826
3255,assam,2020,1,Recharge & bill payments,3897975,971722606.1579468
3256,assam,2020,1,Merchant payments,792646,675423852.9512749
3257,assam,2020,1,Financial Services,10173,7054325.507515656
3258,assam,2020,1,Others,49326,36781411.34368035
3259,assam,2020,2,Recharge & bill payments,6045321,1612522828.7163475
3260,assam,2020,2,Peer-to-peer payments,3648386,17358374071.26616
3261,assam,2020,2,Merchant payments,742400,749018053.2400584
3262,assam,2020,2,Financial Services,19814,18130004.687672265
3263,assam,2020,2,Others,49278,28255168.009208795
3264,assam,2020,3,Peer-to-peer payments,5637893,26646565777.43919
3265,assam,2020,3,Recharge & bill payments,5292154,1627282415.9451878
3266,assam,2020,3,Merchant payments,1383230,1492484153.3873158
3267,assam,2020,3,Financial Services,24954,28452966.026372254
3268,assam,2020,3,Others,59480,36605946.74600269
3269,assam,2020,4,Peer-to-peer payments,7538478,36013292450.814384
3270,assam,2020,4,Recharge & bill payments,5383505,1662189124.4177454
3271,assam,2020,4,Merchant payments,2392184,2466913305.59039
3272,assam,2020,4,Financial Services,29764,32314809.975261033
3273,assam,2020,4,Others,79523,51901628.46643049
3274,assam,2018,1,Recharge & bill payments,632092,93491181.14056379
3275,assam,2018,1,Peer-to-peer payments,318025,993525195.9818655
3276,assam,2018,1,Merchant payments,40482,34501622.89266755
3277,assam,2018,1,Financial Services,18172,4936862.200688562
3278,assam,2018,1,Others,48110,31349593.99668264
3279,assam,2018,2,Recharge & bill payments,984160,174427478.21340805
3280,assam,2018,2,Peer-to-peer payments,530781,2064314053.1339972
3281,assam,2018,2,Merchant payments,79307,73366344.80739225
3282,assam,2018,2,Financial Services,22773,7051504.657611102
3283,assam,2018,2,Others,46852,31425754.725386057
3284,assam,2018,3,Recharge & bill payments,1275136,254569069.32411742
3285,assam,2018,3,Peer-to-peer payments,843571,3424136709.5088205
3286,assam,2018,3,Merchant payments,159532,96783839.37466942
3287,assam,2018,3,Financial Services,22677,4741123.821880115
3288,assam,2018,3,Others,50935,30904247.884785894
3289,assam,2018,4,Recharge & bill payments,1703488,317661277.3470997
3290,assam,2018,4,Peer-to-peer payments,1279089,5284776455.070784
3291,assam,2018,4,Merchant payments,667293,240563395.2777939
3292,assam,2018,4,Financial Services,28035,6331912.52655252
3293,assam,2018,4,Others,56267,38689818.79087821
3294,meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7001157
3295,meghalaya,2022,1,Recharge & bill payments,459530,192026788.60457045
3296,meghalaya,2022,1,Merchant payments,405859,563004043.9315958
3297,meghalaya,2022,1,Financial Services,2134,3019251.8598936894
3298,meghalaya,2022,1,Others,6218,5116238.235718384
3299,meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.157877
3300,meghalaya,2022,2,Merchant payments,591364,714995836.5962032
3301,meghalaya,2022,2,Recharge & bill payments,467745,200896879.69103926
3302,meghalaya,2022,2,Financial Services,1880,2406087.095158501
3303,meghalaya,2022,2,Others,5844,4192522.344518611
3304,meghalaya,2022,3,Peer-to-peer payments,2050942,7796315453.507147
3305,meghalaya,2022,3,Merchant payments,1486098,1468318733.1353962
3306,meghalaya,2022,3,Recharge & bill payments,810017,330230375.9276109
3307,meghalaya,2022,3,Financial Services,3504,3106775.3857113793
3308,meghalaya,2022,3,Others,8604,5329459.165683068
3309,meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724.3339405
3310,meghalaya,2022,4,Merchant payments,1334431,1381013596.832624
3311,meghalaya,2022,4,Recharge & bill payments,685678,278377945.43169147
3312,meghalaya,2022,4,Financial Services,3544,3564357.119764914
3313,meghalaya,2022,4,Others,7124,4671532.630633753
3314,meghalaya,2023,1,Peer-to-peer payments,2111009,8309060918.0
3315,meghalaya,2023,1,Merchant payments,1232691,1407372935.0
3316,meghalaya,2023,1,Recharge & bill payments,810151,358800191.0
3317,meghalaya,2023,1,Financial Services,3991,4692287.0
3318,meghalaya,2023,1,Others,6863,4914284.0
3319,meghalaya,2023,2,Peer-to-peer payments,2509275,8997569260.0
3320,meghalaya,2023,2,Merchant payments,1701913,1698962028.0
3321,meghalaya,2023,2,Recharge & bill payments,855108,378639410.0
3322,meghalaya,2023,2,Financial Services,4075,4633858.0
3323,meghalaya,2023,2,Others,6841,4701930.0
3324,meghalaya,2019,1,Recharge & bill payments,98817,23006751.795504905
3325,meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898
3326,meghalaya,2019,1,Merchant payments,16073,14297275.230527855
3327,meghalaya,2019,1,Financial Services,659,62335.064750311045
3328,meghalaya,2019,1,Others,2498,2738667.957962149
3329,meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233357
3330,meghalaya,2019,2,Peer-to-peer payments,97407,446537199.17356837
3331,meghalaya,2019,2,Merchant payments,22588,15600927.006629137
3332,meghalaya,2019,2,Financial Services,460,106800.75308155928
3333,meghalaya,2019,2,Others,3019,3437756.744766518
3334,meghalaya,2019,3,Recharge & bill payments,155949,38916251.42165714
3335,meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315
3336,meghalaya,2019,3,Merchant payments,31201,23461321.889810227
3337,meghalaya,2019,3,Financial Services,421,584192.9488108774
3338,meghalaya,2019,3,Others,2811,3035023.204323471
3339,meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875
3340,meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696
3341,meghalaya,2019,4,Merchant payments,24430,25344714.50557894
3342,meghalaya,2019,4,Financial Services,382,124511.63613216748
3343,meghalaya,2019,4,Others,2351,2485447.192519395
3344,meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.3188953
3345,meghalaya,2021,1,Recharge & bill payments,306634,106098525.65614726
3346,meghalaya,2021,1,Merchant payments,108805,147747773.01896822
3347,meghalaya,2021,1,Financial Services,1777,3981898.0457751974
3348,meghalaya,2021,1,Others,3437,2941223.950049905
3349,meghalaya,2021,2,Recharge & bill payments,389959,129031455.7077258
3350,meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.7970467
3351,meghalaya,2021,2,Merchant payments,147406,173894963.00439677
3352,meghalaya,2021,2,Financial Services,1766,2306496.854595862
3353,meghalaya,2021,2,Others,4052,3342835.5268340455
3354,meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644
3355,meghalaya,2021,3,Recharge & bill payments,418429,144363692.75220004
3356,meghalaya,2021,3,Merchant payments,199427,270311210.8907223
3357,meghalaya,2021,3,Financial Services,1556,2379067.1150075165
3358,meghalaya,2021,3,Others,5045,3937887.553600684
3359,meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197
3360,meghalaya,2021,4,Recharge & bill payments,447310,165277548.45940137
3361,meghalaya,2021,4,Merchant payments,314445,442464385.0377933
3362,meghalaya,2021,4,Financial Services,1989,2464327.9242311358
3363,meghalaya,2021,4,Others,6756,5348877.036531466
3364,meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793
3365,meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.3935763
3366,meghalaya,2020,1,Merchant payments,57245,44125206.34755945
3367,meghalaya,2020,1,Financial Services,473,402779.89033132966
3368,meghalaya,2020,1,Others,2329,2207471.061039081
3369,meghalaya,2020,2,Recharge & bill payments,382662,100570200.25271696
3370,meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9111593
3371,meghalaya,2020,2,Merchant payments,46014,48980521.41595118
3372,meghalaya,2020,2,Financial Services,1186,2944583.114737345
3373,meghalaya,2020,2,Others,3263,2488953.643832149
3374,meghalaya,2020,3,Recharge & bill payments,342484,97662913.13408674
3375,meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.7126106
3376,meghalaya,2020,3,Merchant payments,55595,67511647.1349487
3377,meghalaya,2020,3,Financial Services,1587,4049966.8133478058
3378,meghalaya,2020,3,Others,3465,2821792.5880408054
3379,meghalaya,2020,4,Recharge & bill payments,350006,102794647.7641504
3380,meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.0670543
3381,meghalaya,2020,4,Merchant payments,111471,115136797.58942303
3382,meghalaya,2020,4,Financial Services,1809,2774557.112070617
3383,meghalaya,2020,4,Others,4470,3678221.666272167
3384,meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356
3385,meghalaya,2018,1,Peer-to-peer payments,13274,55943496.515886314
3386,meghalaya,2018,1,Merchant payments,1605,2395888.4397623385
3387,meghalaya,2018,1,Financial Services,532,144318.2545571151
3388,meghalaya,2018,1,Others,2303,1738080.43060439
3389,meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296
3390,meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66239843
3391,meghalaya,2018,2,Merchant payments,2929,3663446.436220131
3392,meghalaya,2018,2,Financial Services,592,580648.3434132106
3393,meghalaya,2018,2,Others,1817,1962212.2350756058
3394,meghalaya,2018,3,Recharge & bill payments,60625,14231601.453371253
3395,meghalaya,2018,3,Peer-to-peer payments,40832,187460582.05754715
3396,meghalaya,2018,3,Merchant payments,5802,5458930.689379572
3397,meghalaya,2018,3,Financial Services,748,552674.5783359876
3398,meghalaya,2018,3,Others,2283,2149872.755760235
3399,meghalaya,2018,4,Recharge & bill payments,82962,18100891.637344178
3400,meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927
3401,meghalaya,2018,4,Merchant payments,15768,14434314.193342488
3402,meghalaya,2018,4,Financial Services,763,190875.18848979956
3403,meghalaya,2018,4,Others,2687,2918155.2795046642
3404,uttarakhand,2022,1,Merchant payments,22595602,14585438346.473846
3405,uttarakhand,2022,1,Peer-to-peer payments,16201632,53535521438.95823
3406,uttarakhand,2022,1,Recharge & bill payments,5617605,2745987927.683198
3407,uttarakhand,2022,1,Financial Services,39033,49695999.71828518
3408,uttarakhand,2022,1,Others,106900,62138787.2410843
3409,uttarakhand,2022,2,Merchant payments,32087670,19479185362.296963
3410,uttarakhand,2022,2,Peer-to-peer payments,19677409,65563901300.31024
3411,uttarakhand,2022,2,Recharge & bill payments,6263098,3174160697.8567643
3412,uttarakhand,2022,2,Financial Services,32284,37217548.78562989
3413,uttarakhand,2022,2,Others,106417,58906116.08464594
3414,uttarakhand,2022,3,Merchant payments,35069444,20528059274.248493
3415,uttarakhand,2022,3,Peer-to-peer payments,22031045,68377272372.60579
3416,uttarakhand,2022,3,Recharge & bill payments,6765699,3633710468.801753
3417,uttarakhand,2022,3,Financial Services,38061,44669245.26821817
3418,uttarakhand,2022,3,Others,92270,57548577.43879978
3419,uttarakhand,2022,4,Merchant payments,43185705,26026949674.245083
3420,uttarakhand,2022,4,Peer-to-peer payments,27043038,85220041974.58176
3421,uttarakhand,2022,4,Recharge & bill payments,7610775,4128624164.749209
3422,uttarakhand,2022,4,Financial Services,44569,55762460.39159953
3423,uttarakhand,2022,4,Others,99793,64668557.391687945
3424,uttarakhand,2023,1,Merchant payments,46150691,24023994792.0
3425,uttarakhand,2023,1,Peer-to-peer payments,25105743,78202343600.0
3426,uttarakhand,2023,1,Recharge & bill payments,7974874,4828592096.0
3427,uttarakhand,2023,1,Financial Services,49836,56455666.0
3428,uttarakhand,2023,1,Others,104531,68521431.0
3429,uttarakhand,2023,2,Merchant payments,61652430,30881251416.0
3430,uttarakhand,2023,2,Peer-to-peer payments,31690416,97448517076.0
3431,uttarakhand,2023,2,Recharge & bill payments,9247601,5608284038.0
3432,uttarakhand,2023,2,Financial Services,58524,66971615.0
3433,uttarakhand,2023,2,Others,109243,67848253.0
3434,uttarakhand,2019,1,Peer-to-peer payments,3499130,6512361464.496071
3435,uttarakhand,2019,1,Recharge & bill payments,1590269,394631055.6931843
3436,uttarakhand,2019,1,Merchant payments,372290,226281078.7699414
3437,uttarakhand,2019,1,Financial Services,28784,3951610.30495379
3438,uttarakhand,2019,1,Others,55528,46303966.00979781
3439,uttarakhand,2019,2,Peer-to-peer payments,2383662,7752954670.580209
3440,uttarakhand,2019,2,Recharge & bill payments,1616176,454962951.9136597
3441,uttarakhand,2019,2,Merchant payments,721858,323876953.4104364
3442,uttarakhand,2019,2,Financial Services,21852,2550386.4774141517
3443,uttarakhand,2019,2,Others,69727,54187888.53677146
3444,uttarakhand,2019,3,Peer-to-peer payments,2313544,8512622076.436331
3445,uttarakhand,2019,3,Recharge & bill payments,2201606,683772296.9748493
3446,uttarakhand,2019,3,Merchant payments,1121052,480794827.1193007
3447,uttarakhand,2019,3,Financial Services,12119,4570326.192004257
3448,uttarakhand,2019,3,Others,62155,47272543.294839665
3449,uttarakhand,2019,4,Peer-to-peer payments,3210116,11020339546.604958
3450,uttarakhand,2019,4,Recharge & bill payments,2547173,817728111.4576316
3451,uttarakhand,2019,4,Merchant payments,1542944,701746516.8731368
3452,uttarakhand,2019,4,Financial Services,11585,3555524.3767221333
3453,uttarakhand,2019,4,Others,50298,30336605.83833359
3454,uttarakhand,2021,1,Merchant payments,8393767,5283142247.065777
3455,uttarakhand,2021,1,Peer-to-peer payments,7981710,29202365442.63442
3456,uttarakhand,2021,1,Recharge & bill payments,4146569,1727960484.030287
3457,uttarakhand,2021,1,Financial Services,30208,38400863.99560504
3458,uttarakhand,2021,1,Others,56148,36320362.17233381
3459,uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244.390625
3460,uttarakhand,2021,2,Merchant payments,9134389,6257528832.057196
3461,uttarakhand,2021,2,Recharge & bill payments,5388285,1979824048.8157122
3462,uttarakhand,2021,2,Financial Services,31497,35404991.874676295
3463,uttarakhand,2021,2,Others,71322,43914757.70001851
3464,uttarakhand,2021,3,Merchant payments,13673085,9001414756.070686
3465,uttarakhand,2021,3,Peer-to-peer payments,11867174,39256650720.01872
3466,uttarakhand,2021,3,Recharge & bill payments,5388011,2182554095.263321
3467,uttarakhand,2021,3,Financial Services,27839,38013969.98341857
3468,uttarakhand,2021,3,Others,86175,48863242.2282843
3469,uttarakhand,2021,4,Merchant payments,19850878,13515464697.761791
3470,uttarakhand,2021,4,Peer-to-peer payments,14819203,49969580473.07786
3471,uttarakhand,2021,4,Recharge & bill payments,5536262,2540546090.023079
3472,uttarakhand,2021,4,Financial Services,38764,51212042.381750934
3473,uttarakhand,2021,4,Others,116173,71304856.17664191
3474,uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676596.865887
3475,uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924.445406
3476,uttarakhand,2020,1,Merchant payments,2289657,1094245197.2356641
3477,uttarakhand,2020,1,Financial Services,10246,8180881.808693047
3478,uttarakhand,2020,1,Others,48341,27378658.631921414
3479,uttarakhand,2020,2,Recharge & bill payments,3755695,1303523584.942265
3480,uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964169.690296
3481,uttarakhand,2020,2,Merchant payments,1587042,1181497493.0283294
3482,uttarakhand,2020,2,Financial Services,15023,17612288.05771955
3483,uttarakhand,2020,2,Others,33981,18590166.382408556
3484,uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807.44993
3485,uttarakhand,2020,3,Recharge & bill payments,3751993,1509373287.697055
3486,uttarakhand,2020,3,Merchant payments,3164623,2166776519.8536706
3487,uttarakhand,2020,3,Financial Services,20455,26449980.584111303
3488,uttarakhand,2020,3,Others,45352,23442372.42176825
3489,uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002.1362
3490,uttarakhand,2020,4,Merchant payments,6629201,4274032856.6465273
3491,uttarakhand,2020,4,Recharge & bill payments,4140391,1697819950.5564795
3492,uttarakhand,2020,4,Financial Services,27120,29791064.761797357
3493,uttarakhand,2020,4,Others,68376,42358455.00938001
3494,uttarakhand,2018,1,Recharge & bill payments,730428,124377517.3349145
3495,uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346.334598
3496,uttarakhand,2018,1,Merchant payments,35382,39372913.10424411
3497,uttarakhand,2018,1,Financial Services,27761,5637758.5563494945
3498,uttarakhand,2018,1,Others,53569,42553823.19378027
3499,uttarakhand,2018,2,Recharge & bill payments,946332,193802092.8234874
3500,uttarakhand,2018,2,Peer-to-peer payments,620490,2358941864.7682114
3501,uttarakhand,2018,2,Merchant payments,60494,66946005.75890133
3502,uttarakhand,2018,2,Financial Services,29919,7913276.778501136
3503,uttarakhand,2018,2,Others,46887,52152138.42194019
3504,uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030294.930648
3505,uttarakhand,2018,3,Recharge & bill payments,1004356,239244556.76646537
3506,uttarakhand,2018,3,Merchant payments,112342,84447374.86583523
3507,uttarakhand,2018,3,Financial Services,22792,4334709.909645849
3508,uttarakhand,2018,3,Others,39917,42516103.38590273
3509,uttarakhand,2018,4,Peer-to-peer payments,1556731,5072621132.343549
3510,uttarakhand,2018,4,Recharge & bill payments,1252124,292877734.33795583
3511,uttarakhand,2018,4,Merchant payments,289733,228453045.85460952
3512,uttarakhand,2018,4,Financial Services,29916,6035161.098892693
3513,uttarakhand,2018,4,Others,50257,54285064.328889735
3514,puducherry,2022,1,Merchant payments,3723135,2199614586.4039083
3515,puducherry,2022,1,Peer-to-peer payments,2901199,9407577501.769796
3516,puducherry,2022,1,Recharge & bill payments,715338,460522863.7855054
3517,puducherry,2022,1,Financial Services,6203,8184455.912082582
3518,puducherry,2022,1,Others,13301,7575497.515363299
3519,puducherry,2022,2,Merchant payments,4613049,2693234774.5574756
3520,puducherry,2022,2,Peer-to-peer payments,3242208,10537267921.61604
3521,puducherry,2022,2,Recharge & bill payments,773154,535604974.57621765
3522,puducherry,2022,2,Financial Services,4914,6556452.522381971
3523,puducherry,2022,2,Others,10362,6081132.496780836
3524,puducherry,2022,3,Merchant payments,3992974,2322908508.7835197
3525,puducherry,2022,3,Peer-to-peer payments,2474932,8058325855.623236
3526,puducherry,2022,3,Recharge & bill payments,564285,463054690.5826355
3527,puducherry,2022,3,Financial Services,4621,5514275.578545391
3528,puducherry,2022,3,Others,5915,4514380.573011656
3529,puducherry,2022,4,Merchant payments,4464977,2534351530.8368397
3530,puducherry,2022,4,Peer-to-peer payments,2547018,8141612224.034059
3531,puducherry,2022,4,Recharge & bill payments,531963,453692483.7752487
3532,puducherry,2022,4,Financial Services,6073,7875178.045195433
3533,puducherry,2022,4,Others,6096,4673460.483150147
3534,puducherry,2023,1,Merchant payments,6210806,3316530650.0
3535,puducherry,2023,1,Peer-to-peer payments,3253673,10233359658.0
3536,puducherry,2023,1,Recharge & bill payments,665403,659444437.0
3537,puducherry,2023,1,Financial Services,6899,7467930.0
3538,puducherry,2023,1,Others,7514,5585831.0
3539,puducherry,2023,2,Merchant payments,6947299,3741027689.0
3540,puducherry,2023,2,Peer-to-peer payments,3454536,10911578720.0
3541,puducherry,2023,2,Recharge & bill payments,716315,721293051.0
3542,puducherry,2023,2,Financial Services,5894,7597615.0
3543,puducherry,2023,2,Others,6282,5236182.0
3544,puducherry,2019,1,Peer-to-peer payments,313822,835983054.254643
3545,puducherry,2019,1,Recharge & bill payments,124092,32635247.523153085
3546,puducherry,2019,1,Merchant payments,54518,33763704.68083725
3547,puducherry,2019,1,Financial Services,3165,337570.322842385
3548,puducherry,2019,1,Others,5495,3753447.525046112
3549,puducherry,2019,2,Peer-to-peer payments,331248,1109343371.746654
3550,puducherry,2019,2,Recharge & bill payments,147585,46876569.36325147
3551,puducherry,2019,2,Merchant payments,92941,49963601.61554676
3552,puducherry,2019,2,Financial Services,1524,469351.5481967761
